productkey,orderdatekey,duedatekey,shipdatekey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount
478,20221217,20221229,20221224,23621,1,100,SO73269,3.74,9.99
355,20221217,20221229,20221224,14950,1,98,SO73270,"1,265.62",2319.99
537,20221217,20221229,20221224,14950,1,98,SO73270,13.09,35
359,20221217,20221229,20221224,15046,1,98,SO73271,"1,251.98",2294.99
537,20221217,20221229,20221224,15046,1,98,SO73271,13.09,35
222,20221217,20221229,20221224,15046,1,98,SO73271,13.09,34.99
490,20221217,20221229,20221224,11650,1,100,SO73272,41.57,53.99
480,20221217,20221229,20221224,11315,1,100,SO73273,0.86,2.29
541,20221217,20221229,20221224,13758,1,19,SO73274,10.84,28.99
536,20221217,20221229,20221224,11784,1,19,SO73275,11.22,29.99
528,20221217,20221229,20221224,11784,1,19,SO73275,1.87,4.99
217,20221217,20221229,20221224,11784,1,19,SO73275,13.09,34.99
536,20221217,20221229,20221224,12054,1,19,SO73276,11.22,29.99
528,20221217,20221229,20221224,12054,1,19,SO73276,1.87,4.99
214,20221217,20221229,20221224,12054,1,19,SO73276,13.09,34.99
536,20221217,20221229,20221224,11868,1,19,SO73277,11.22,29.99
471,20221217,20221229,20221224,11868,1,19,SO73277,23.75,63.5
478,20221217,20221229,20221224,21623,1,100,SO73278,3.74,9.99
478,20221217,20221229,20221224,20469,1,100,SO73279,3.74,9.99
477,20221217,20221229,20221224,20469,1,100,SO73279,1.87,4.99
214,20221217,20221229,20221224,20469,1,100,SO73279,13.09,34.99
475,20221217,20221229,20221224,11507,1,19,SO73280,26.18,69.99
234,20221217,20221229,20221224,11507,1,19,SO73280,38.49,49.99
475,20221217,20221229,20221224,16855,1,19,SO73281,26.18,69.99
225,20221217,20221229,20221224,16855,1,19,SO73281,6.92,8.99
474,20221217,20221229,20221224,19832,1,100,SO73282,26.18,69.99
474,20221217,20221229,20221224,19835,1,100,SO73283,26.18,69.99
482,20221217,20221229,20221224,19835,1,100,SO73283,3.36,8.99
476,20221217,20221229,20221224,16837,1,19,SO73284,26.18,69.99
477,20221217,20221229,20221224,19210,1,100,SO73285,1.87,4.99
477,20221217,20221229,20221224,16966,1,100,SO73286,1.87,4.99
528,20221217,20221229,20221224,16062,1,100,SO73287,1.87,4.99
480,20221217,20221229,20221224,16062,2,100,SO73287,0.86,2.29
528,20221217,20221229,20221224,15324,1,100,SO73288,1.87,4.99
485,20221217,20221229,20221224,15324,1,100,SO73288,8.22,21.98
478,20221217,20221229,20221224,15324,1,100,SO73288,3.74,9.99
225,20221217,20221229,20221224,15324,1,100,SO73288,6.92,8.99
477,20221217,20221229,20221224,15324,1,100,SO73288,1.87,4.99
528,20221217,20221229,20221224,23494,1,19,SO73289,1.87,4.99
217,20221217,20221229,20221224,23494,1,19,SO73289,13.09,34.99
234,20221217,20221229,20221224,23494,1,19,SO73289,38.49,49.99
485,20221217,20221229,20221224,18604,1,19,SO73290,8.22,21.98
540,20221217,20221229,20221224,28422,1,100,SO73291,12.19,32.6
480,20221217,20221229,20221224,28422,1,100,SO73291,0.86,2.29
528,20221217,20221229,20221224,15670,1,100,SO73292,1.87,4.99
535,20221217,20221229,20221224,15670,1,100,SO73292,9.35,24.99
217,20221217,20221229,20221224,15670,1,100,SO73292,13.09,34.99
228,20221217,20221229,20221224,15670,1,100,SO73292,38.49,49.99
478,20221217,20221229,20221224,27888,1,100,SO73293,3.74,9.99
477,20221217,20221229,20221224,27888,1,100,SO73293,1.87,4.99
484,20221217,20221229,20221224,27888,1,100,SO73293,2.97,7.95
529,20221217,20221229,20221224,16435,1,98,SO73294,1.49,3.99
480,20221217,20221229,20221224,16435,1,98,SO73294,0.86,2.29
530,20221217,20221229,20221224,24134,1,100,SO73295,1.87,4.99
530,20221217,20221229,20221224,17760,1,98,SO73296,1.87,4.99
487,20221217,20221229,20221224,17760,1,98,SO73296,20.57,54.99
530,20221217,20221229,20221224,11418,1,100,SO73297,1.87,4.99
217,20221217,20221229,20221224,11418,1,100,SO73297,13.09,34.99
485,20221217,20221229,20221224,12891,1,100,SO73298,8.22,21.98
485,20221217,20221229,20221224,12899,1,100,SO73299,8.22,21.98
234,20221217,20221229,20221224,12899,1,100,SO73299,38.49,49.99
465,20221217,20221229,20221224,12899,1,100,SO73299,9.16,24.49
528,20221217,20221229,20221224,14274,1,19,SO73300,1.87,4.99
537,20221217,20221229,20221224,14274,1,19,SO73300,13.09,35
222,20221217,20221229,20221224,14274,1,19,SO73300,13.09,34.99
485,20221217,20221229,20221224,12527,1,100,SO73301,8.22,21.98
478,20221217,20221229,20221224,12527,1,100,SO73301,3.74,9.99
487,20221217,20221229,20221224,12527,1,100,SO73301,20.57,54.99
378,20221217,20221229,20221224,20649,1,100,SO73302,"1,554.95",2443.35
540,20221217,20221229,20221224,20649,1,100,SO73302,12.19,32.6
529,20221217,20221229,20221224,20649,1,100,SO73302,1.49,3.99
484,20221217,20221229,20221224,20649,1,100,SO73302,2.97,7.95
355,20221217,20221229,20221224,18808,1,100,SO73303,"1,265.62",2319.99
485,20221217,20221229,20221224,18808,1,100,SO73303,8.22,21.98
477,20221217,20221229,20221224,18808,1,100,SO73303,1.87,4.99
478,20221217,20221229,20221224,18808,1,100,SO73303,3.74,9.99
487,20221217,20221229,20221224,18808,1,100,SO73303,20.57,54.99
353,20221217,20221229,20221224,18838,1,100,SO73304,"1,265.62",2319.99
485,20221217,20221229,20221224,18838,1,100,SO73304,8.22,21.98
222,20221217,20221229,20221224,18838,1,100,SO73304,13.09,34.99
363,20221217,20221229,20221224,18582,1,100,SO73305,"1,251.98",2294.99
478,20221217,20221229,20221224,18582,1,100,SO73305,3.74,9.99
225,20221217,20221229,20221224,18582,1,100,SO73305,6.92,8.99
477,20221217,20221229,20221224,18582,1,100,SO73305,1.87,4.99
588,20221217,20221229,20221224,15527,2,100,SO73306,419.78,769.49
476,20221217,20221229,20221224,15527,1,100,SO73306,26.18,69.99
589,20221217,20221229,20221224,15532,1,100,SO73307,419.78,769.49
536,20221217,20221229,20221224,15532,1,100,SO73307,11.22,29.99
528,20221217,20221229,20221224,15532,1,100,SO73307,1.87,4.99
480,20221217,20221229,20221224,15532,1,100,SO73307,0.86,2.29
357,20221217,20221229,20221224,13712,1,100,SO73308,"1,265.62",2319.99
480,20221217,20221229,20221224,13712,1,100,SO73308,0.86,2.29
562,20221217,20221229,20221224,12214,1,98,SO73309,"1,481.94",2384.07
479,20221217,20221229,20221224,12214,1,98,SO73309,3.36,8.99
463,20221217,20221229,20221224,12214,1,98,SO73309,9.16,24.49
477,20221217,20221229,20221224,12214,1,98,SO73309,1.87,4.99
583,20221217,20221229,20221224,22926,1,6,SO73310,"1,082.51",1700.99
489,20221217,20221229,20221224,22926,1,6,SO73310,41.57,53.99
390,20221217,20221229,20221224,18766,1,6,SO73311,713.08,1120.49
490,20221217,20221229,20221224,18766,1,6,SO73311,41.57,53.99
384,20221217,20221229,20221224,18464,1,6,SO73312,713.08,1120.49
590,20221217,20221229,20221224,11929,1,6,SO73313,419.78,769.49
478,20221217,20221229,20221224,11929,1,6,SO73313,3.74,9.99
477,20221217,20221229,20221224,11929,1,6,SO73313,1.87,4.99
577,20221217,20221229,20221224,28666,1,100,SO73314,755.15,1214.85
541,20221217,20221229,20221224,28666,1,100,SO73314,10.84,28.99
565,20221217,20221229,20221224,26644,1,100,SO73315,461.44,742.35
479,20221217,20221229,20221224,26644,1,100,SO73315,3.36,8.99
477,20221217,20221229,20221224,26644,1,100,SO73315,1.87,4.99
578,20221217,20221229,20221224,26283,1,100,SO73316,755.15,1214.85
214,20221217,20221229,20221224,26283,1,100,SO73316,13.09,34.99
231,20221217,20221229,20221224,26283,1,100,SO73316,38.49,49.99
578,20221217,20221229,20221224,26286,1,100,SO73317,755.15,1214.85
541,20221217,20221229,20221224,26286,1,100,SO73317,10.84,28.99
530,20221217,20221229,20221224,26286,1,100,SO73317,1.87,4.99
480,20221217,20221229,20221224,26286,1,100,SO73317,0.86,2.29
484,20221217,20221229,20221224,26286,1,100,SO73317,2.97,7.95
605,20221217,20221229,20221224,24326,1,100,SO73318,343.65,539.99
479,20221217,20221229,20221224,24326,1,100,SO73318,3.36,8.99
477,20221217,20221229,20221224,24326,1,100,SO73318,1.87,4.99
480,20221217,20221229,20221224,24326,1,100,SO73318,0.86,2.29
606,20221217,20221229,20221224,24328,1,100,SO73319,343.65,539.99
217,20221217,20221229,20221224,24328,1,100,SO73319,13.09,34.99
388,20221217,20221229,20221224,21932,1,100,SO73320,713.08,1120.49
529,20221217,20221229,20221224,21932,1,100,SO73320,1.49,3.99
539,20221217,20221229,20221224,21932,1,100,SO73320,9.35,24.99
482,20221217,20221229,20221224,21932,1,100,SO73320,3.36,8.99
580,20221217,20221229,20221224,21293,1,100,SO73321,"1,082.51",1700.99
489,20221217,20221229,20221224,21293,1,100,SO73321,41.57,53.99
225,20221217,20221229,20221224,21293,1,100,SO73321,6.92,8.99
583,20221217,20221229,20221224,22608,1,98,SO73322,"1,082.51",1700.99
222,20221217,20221229,20221224,22608,1,98,SO73322,13.09,34.99
225,20221217,20221229,20221224,22608,1,98,SO73322,6.92,8.99
580,20221217,20221229,20221224,19292,1,100,SO73323,"1,082.51",1700.99
222,20221217,20221229,20221224,19292,1,100,SO73323,13.09,34.99
388,20221217,20221229,20221224,25603,1,98,SO73324,713.08,1120.49
477,20221217,20221229,20221224,25603,1,98,SO73324,1.87,4.99
479,20221217,20221229,20221224,25603,1,98,SO73324,3.36,8.99
214,20221217,20221229,20221224,25603,1,98,SO73324,13.09,34.99
382,20221217,20221229,20221224,25604,1,98,SO73325,713.08,1120.49
491,20221217,20221229,20221224,25604,1,98,SO73325,41.57,53.99
384,20221217,20221229,20221224,20926,1,100,SO73326,713.08,1120.49
604,20221217,20221229,20221224,25596,1,100,SO73327,343.65,539.99
584,20221217,20221229,20221224,27817,1,98,SO73328,343.65,539.99
538,20221217,20221229,20221224,27817,1,98,SO73328,8.04,21.49
480,20221217,20221229,20221224,27817,1,98,SO73328,0.86,2.29
584,20221217,20221229,20221224,25597,1,100,SO73329,343.65,539.99
605,20221217,20221229,20221224,25571,1,100,SO73330,343.65,539.99
477,20221217,20221229,20221224,25571,1,100,SO73330,1.87,4.99
479,20221217,20221229,20221224,25571,1,100,SO73330,3.36,8.99
214,20221217,20221229,20221224,25571,1,100,SO73330,13.09,34.99
574,20221217,20221229,20221224,12239,1,98,SO73331,"1,481.94",2384.07
225,20221217,20221229,20221224,12239,1,98,SO73331,6.92,8.99
214,20221217,20221229,20221224,12239,1,98,SO73331,13.09,34.99
563,20221217,20221229,20221224,12216,1,98,SO73332,"1,481.94",2384.07
479,20221217,20221229,20221224,12216,1,98,SO73332,3.36,8.99
477,20221217,20221229,20221224,12216,1,98,SO73332,1.87,4.99
491,20221217,20221229,20221224,12216,1,98,SO73332,41.57,53.99
565,20221217,20221229,20221224,14345,1,6,SO73333,461.44,742.35
575,20221217,20221229,20221224,27872,1,6,SO73334,"1,481.94",2384.07
225,20221217,20221229,20221224,27872,1,6,SO73334,6.92,8.99
562,20221217,20221229,20221224,13964,1,6,SO73335,"1,481.94",2384.07
479,20221217,20221229,20221224,13964,1,6,SO73335,3.36,8.99
577,20221217,20221229,20221224,13118,1,6,SO73336,755.15,1214.85
217,20221217,20221229,20221224,13118,1,6,SO73336,13.09,34.99
561,20221217,20221229,20221224,13632,1,6,SO73337,"1,481.94",2384.07
489,20221217,20221229,20221224,13632,1,6,SO73337,41.57,53.99
225,20221217,20221229,20221224,13632,1,6,SO73337,6.92,8.99
573,20221218,20221230,20221225,14032,1,6,SO73338,"1,481.94",2384.07
214,20221218,20221230,20221225,14032,1,6,SO73338,13.09,34.99
528,20221218,20221230,20221225,16167,1,6,SO73339,1.87,4.99
536,20221218,20221230,20221225,16167,1,6,SO73339,11.22,29.99
222,20221218,20221230,20221225,16167,1,6,SO73339,13.09,34.99
539,20221218,20221230,20221225,14684,1,6,SO73340,9.35,24.99
529,20221218,20221230,20221225,14684,1,6,SO73340,1.49,3.99
480,20221218,20221230,20221225,14684,1,6,SO73340,0.86,2.29
538,20221218,20221230,20221225,20222,1,6,SO73341,8.04,21.49
529,20221218,20221230,20221225,20222,1,6,SO73341,1.49,3.99
214,20221218,20221230,20221225,20222,1,6,SO73341,13.09,34.99
530,20221218,20221230,20221225,27595,1,6,SO73342,1.87,4.99
214,20221218,20221230,20221225,27595,1,6,SO73342,13.09,34.99
467,20221218,20221230,20221225,27595,1,6,SO73342,9.16,24.49
478,20221218,20221230,20221225,24245,1,6,SO73343,3.74,9.99
477,20221218,20221230,20221225,24245,1,6,SO73343,1.87,4.99
480,20221218,20221230,20221225,24245,1,6,SO73343,0.86,2.29
490,20221218,20221230,20221225,17292,1,6,SO73344,41.57,53.99
487,20221218,20221230,20221225,13623,1,6,SO73345,20.57,54.99
465,20221218,20221230,20221225,11966,1,6,SO73346,9.16,24.49
363,20221218,20221230,20221225,13504,1,100,SO73347,"1,251.98",2294.99
478,20221218,20221230,20221225,13504,1,100,SO73347,3.74,9.99
477,20221218,20221230,20221225,13504,1,100,SO73347,1.87,4.99
214,20221218,20221230,20221225,13504,1,100,SO73347,13.09,34.99
359,20221218,20221230,20221225,23603,1,100,SO73348,"1,251.98",2294.99
477,20221218,20221230,20221225,23603,1,100,SO73348,1.87,4.99
478,20221218,20221230,20221225,23603,1,100,SO73348,3.74,9.99
488,20221218,20221230,20221225,23603,1,100,SO73348,41.57,53.99
225,20221218,20221230,20221225,23603,1,100,SO73348,6.92,8.99
361,20221218,20221230,20221225,15619,1,98,SO73349,"1,251.98",2294.99
222,20221218,20221230,20221225,15619,1,98,SO73349,13.09,34.99
353,20221218,20221230,20221225,21506,1,100,SO73350,"1,265.62",2319.99
477,20221218,20221230,20221225,21506,1,100,SO73350,1.87,4.99
478,20221218,20221230,20221225,21506,1,100,SO73350,3.74,9.99
217,20221218,20221230,20221225,21506,1,100,SO73350,13.09,34.99
355,20221218,20221230,20221225,12841,1,100,SO73351,"1,265.62",2319.99
217,20221218,20221230,20221225,12841,1,100,SO73351,13.09,34.99
530,20221218,20221230,20221225,11276,1,19,SO73352,1.87,4.99
480,20221218,20221230,20221225,11276,1,19,SO73352,0.86,2.29
484,20221218,20221230,20221225,11276,1,19,SO73352,2.97,7.95
530,20221218,20221230,20221225,11200,1,19,SO73353,1.87,4.99
217,20221218,20221230,20221225,11200,1,19,SO73353,13.09,34.99
528,20221218,20221230,20221225,25950,1,100,SO73354,1.87,4.99
535,20221218,20221230,20221225,25950,1,100,SO73354,9.35,24.99
485,20221218,20221230,20221225,25950,1,100,SO73354,8.22,21.98
480,20221218,20221230,20221225,25950,2,100,SO73354,0.86,2.29
535,20221218,20221230,20221225,26593,1,100,SO73355,9.35,24.99
480,20221218,20221230,20221225,26593,1,100,SO73355,0.86,2.29
477,20221218,20221230,20221225,21462,1,100,SO73356,1.87,4.99
478,20221218,20221230,20221225,21462,1,100,SO73356,3.74,9.99
214,20221218,20221230,20221225,21462,1,100,SO73356,13.09,34.99
474,20221218,20221230,20221225,19887,1,100,SO73357,26.18,69.99
225,20221218,20221230,20221225,19887,1,100,SO73357,6.92,8.99
476,20221218,20221230,20221225,19668,1,100,SO73358,26.18,69.99
231,20221218,20221230,20221225,19668,1,100,SO73358,38.49,49.99
472,20221218,20221230,20221225,28357,1,19,SO73359,23.75,63.5
476,20221218,20221230,20221225,28357,1,19,SO73359,26.18,69.99
528,20221218,20221230,20221225,15546,1,100,SO73360,1.87,4.99
214,20221218,20221230,20221225,15546,1,100,SO73360,13.09,34.99
528,20221218,20221230,20221225,14638,1,100,SO73361,1.87,4.99
485,20221218,20221230,20221225,14638,1,100,SO73361,8.22,21.98
485,20221218,20221230,20221225,14437,1,100,SO73362,8.22,21.98
485,20221218,20221230,20221225,13754,1,100,SO73363,8.22,21.98
214,20221218,20221230,20221225,13754,1,100,SO73363,13.09,34.99
485,20221218,20221230,20221225,15076,1,100,SO73364,8.22,21.98
231,20221218,20221230,20221225,15076,1,100,SO73364,38.49,49.99
467,20221218,20221230,20221225,15076,1,100,SO73364,9.16,24.49
485,20221218,20221230,20221225,16251,1,98,SO73365,8.22,21.98
477,20221218,20221230,20221225,24880,1,98,SO73366,1.87,4.99
217,20221218,20221230,20221225,24880,1,98,SO73366,13.09,34.99
477,20221218,20221230,20221225,21129,1,100,SO73367,1.87,4.99
222,20221218,20221230,20221225,21129,1,100,SO73367,13.09,34.99
225,20221218,20221230,20221225,21129,1,100,SO73367,6.92,8.99
536,20221218,20221230,20221225,24541,1,98,SO73368,11.22,29.99
528,20221218,20221230,20221225,24541,1,98,SO73368,1.87,4.99
480,20221218,20221230,20221225,24541,1,98,SO73368,0.86,2.29
535,20221218,20221230,20221225,17839,1,98,SO73369,9.35,24.99
528,20221218,20221230,20221225,17839,1,98,SO73369,1.87,4.99
529,20221218,20221230,20221225,28884,1,98,SO73370,1.49,3.99
484,20221218,20221230,20221225,28884,1,98,SO73370,2.97,7.95
541,20221218,20221230,20221225,23955,1,100,SO73371,10.84,28.99
530,20221218,20221230,20221225,23955,1,100,SO73371,1.87,4.99
480,20221218,20221230,20221225,23955,1,100,SO73371,0.86,2.29
484,20221218,20221230,20221225,23955,1,100,SO73371,2.97,7.95
530,20221218,20221230,20221225,13586,1,98,SO73372,1.87,4.99
541,20221218,20221230,20221225,13586,1,98,SO73372,10.84,28.99
487,20221218,20221230,20221225,13586,1,98,SO73372,20.57,54.99
530,20221218,20221230,20221225,27335,1,100,SO73373,1.87,4.99
217,20221218,20221230,20221225,27335,1,100,SO73373,13.09,34.99
530,20221218,20221230,20221225,28888,1,100,SO73374,1.87,4.99
217,20221218,20221230,20221225,28888,1,100,SO73374,13.09,34.99
537,20221218,20221230,20221225,11652,1,19,SO73375,13.09,35
480,20221218,20221230,20221225,11652,1,19,SO73375,0.86,2.29
484,20221218,20221230,20221225,11652,1,19,SO73375,2.97,7.95
537,20221218,20221230,20221225,12117,1,100,SO73376,13.09,35
528,20221218,20221230,20221225,12117,1,100,SO73376,1.87,4.99
595,20221218,20221230,20221225,16230,1,100,SO73377,308.22,564.99
491,20221218,20221230,20221225,16230,1,100,SO73377,41.57,53.99
355,20221218,20221230,20221225,18782,1,100,SO73378,"1,265.62",2319.99
478,20221218,20221230,20221225,18782,1,100,SO73378,3.74,9.99
477,20221218,20221230,20221225,18782,1,100,SO73378,1.87,4.99
487,20221218,20221230,20221225,18782,1,100,SO73378,20.57,54.99
484,20221218,20221230,20221225,18782,1,100,SO73378,2.97,7.95
363,20221218,20221230,20221225,18479,1,100,SO73379,"1,251.98",2294.99
485,20221218,20221230,20221225,18479,1,100,SO73379,8.22,21.98
214,20221218,20221230,20221225,18479,1,100,SO73379,13.09,34.99
361,20221218,20221230,20221225,18480,1,100,SO73380,"1,251.98",2294.99
537,20221218,20221230,20221225,18480,1,100,SO73380,13.09,35
225,20221218,20221230,20221225,16054,1,98,SO73381,6.92,8.99
585,20221218,20221230,20221225,16054,1,98,SO73381,461.44,742.35
586,20221218,20221230,20221225,16045,1,98,SO73382,461.44,742.35
225,20221218,20221230,20221225,16045,1,98,SO73382,6.92,8.99
237,20221218,20221230,20221225,16045,1,98,SO73382,38.49,49.99
586,20221218,20221230,20221225,13606,1,100,SO73383,461.44,742.35
359,20221218,20221230,20221225,16656,1,6,SO73384,"1,251.98",2294.99
485,20221218,20221230,20221225,16656,1,6,SO73384,8.22,21.98
217,20221218,20221230,20221225,16656,1,6,SO73384,13.09,34.99
372,20221218,20221230,20221225,22850,1,6,SO73385,"1,554.95",2443.35
540,20221218,20221230,20221225,22850,1,6,SO73385,12.19,32.6
374,20221218,20221230,20221225,22854,1,6,SO73386,"1,554.95",2443.35
222,20221218,20221230,20221225,22854,1,6,SO73386,13.09,34.99
582,20221218,20221230,20221225,22927,1,6,SO73387,"1,082.51",1700.99
529,20221218,20221230,20221225,22927,1,6,SO73387,1.49,3.99
539,20221218,20221230,20221225,22927,1,6,SO73387,9.35,24.99
480,20221218,20221230,20221225,22927,1,6,SO73387,0.86,2.29
583,20221218,20221230,20221225,22937,1,6,SO73388,"1,082.51",1700.99
222,20221218,20221230,20221225,22937,1,6,SO73388,13.09,34.99
390,20221218,20221230,20221225,27694,1,6,SO73389,713.08,1120.49
539,20221218,20221230,20221225,27694,1,6,SO73389,9.35,24.99
529,20221218,20221230,20221225,27694,1,6,SO73389,1.49,3.99
217,20221218,20221230,20221225,27694,1,6,SO73389,13.09,34.99
584,20221218,20221230,20221225,27863,1,6,SO73390,343.65,539.99
529,20221218,20221230,20221225,27863,1,6,SO73390,1.49,3.99
538,20221218,20221230,20221225,27863,1,6,SO73390,8.04,21.49
388,20221218,20221230,20221225,26585,1,6,SO73391,713.08,1120.49
386,20221218,20221230,20221225,18465,1,6,SO73392,713.08,1120.49
491,20221218,20221230,20221225,18465,1,6,SO73392,41.57,53.99
